from_path,to_path,status,decision,reason
/article/manifestacio-del-8m-a-barcelona-22000-persones-omplen-el-centre-en-una-de-les-gr-2026-03-09.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/recorden-a-catalunya-el-cas-de-cristina-bergua-29-anys-despres-de-la-desaparicio-2026-03-09.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/joan-laporta-guanya-amb-contundencia-les-eleccions-del-barca-i-presidira-el-club-2026-03-16.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/comenca-una-setmana-de-vagues-a-leducacio-amb-protestes-i-talls-a-barcelona-2026-03-16.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/laporta-inicia-un-nou-mandat-al-barca-despres-duna-victoria-aclaparadora-a-les-e-2026-03-16.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/silvia-orriols-amenaca-amb-una-nova-questio-de-confianca-si-no-pot-aprovar-els-p-2026-03-16.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/preocupacio-al-penedes-pel-futur-de-freixenet-despres-dels-moviments-empresarial-2026-03-16.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/el-fort-temporal-de-vent-deixa-ferits-carreteres-tallades-i-mes-de-mil-incidenci-2026-03-16.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/fineart-igualada-reuneix-desenes-dexposicions-de-fotografia-en-la-seva-14a-edici-2026-03-16.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/el-projecte-catalunya-media-city-a-les-tres-xemeneies-pren-forma-com-a-gran-hub--2026-03-16.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/els-mossos-detecten-sis-persones-fent-trampes-a-lexamen-teoric-de-conduir-a-tort-2026-03-17.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/el-car-de-sant-cugat-modernitza-el-seu-gimnas-per-millorar-el-rendiment-dels-esp-2026-03-17.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/el-futur-parc-natural-de-les-muntanyes-de-prades-sera-realitat-aquest-estiu-2026-03-17.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/rosalia-enlluerna-lio-amb-linici-de-la-seva-nova-gira-internacional-lux-2026-03-17.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/la-pobresa-baixa-a-barcelona-pero-augmenta-als-municipis-de-larea-metropolitana-2026-03-18.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/detingut-a-lleida-un-home-acusat-de-maltractar-la-seva-parella-en-un-nou-cas-de--2026-03-18.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/salou-habilita-prop-de-1100-places-gratuites-en-aparcaments-dissuasius-per-redui-2026-03-18.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/mor-una-dona-a-barcelona-despres-de-caure-li-el-sostre-duna-nau-industrial-pel-t-2026-03-18.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/el-preu-del-diesel-es-dispara-fins-a-un-29-en-dues-setmanes-i-afecta-el-sector-d-2026-03-18.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/busquen-un-estudiant-nord-america-desaparegut-a-barcelona-des-de-fa-dies-2026-03-19.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/badalona-impulsa-un-pla-per-construir-prop-de-300-habitatges-publics-fins-al-203-2026-03-19.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/catalunya-afronta-una-primavera-amb-nivells-elevats-de-pollen-per-les-pluges-rec-2026-03-19.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/la-volta-a-catalunya-2026-arrencara-el-23-de-marc-amb-un-recorregut-de-mes-de-10-2026-03-19.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
/article/exhibicio-historica-del-barca-goleja-7-2-el-newcastle-i-vola-als-quarts-de-la-ch-2026-03-19.html,,410,gone,"Low-value auto-generated news item removed in the 2.0 rebuild; no equivalent page exists and redirecting it to a hub would be a soft 404"
